Timestamp,Stock_Price
2024-05-04 16:15:21.120363,25.796169630642954
2024-05-07 08:35:56.866011,25.112175102599178
2024-05-03 13:09:20.938683,26.863201094391243
2024-05-07 04:34:22.210447,22.9781121751026
2024-05-04 19:35:07.085541,25.864569083447332
2024-05-04 01:18:43.648751,23.901504787961695
2024-05-06 03:57:01.816805,24.96169630642955
2024-05-05 09:03:28.433005,25.584131326949386
2024-05-03 13:13:59.682059,26.05608755129959
2024-05-07 03:15:23.573051,22.560875512995896
2024-05-03 09:35:38.743376,24.551299589603282
2024-05-05 16:01:35.336866,25.645690834473324
2024-05-03 09:49:34.973505,24.70861833105335
2024-05-07 07:30:54.458743,24.74281805745554
2024-05-06 17:48:36.881151,22.95075239398085
2024-05-07 10:55:19.167298,26.08344733242134
2024-05-07 02:47:31.112793,22.58139534883721
2024-05-07 14:05:47.645723,26.658002735978112
2024-05-04 18:20:47.191522,25.803009575923394
2024-05-03 09:44:56.230129,23.91518467852257
2024-05-03 10:12:48.690386,23.785225718194255
2024-05-07 13:37:55.185466,26.575923392612857
2024-05-03 10:08:09.947010,24.667578659370726
2024-05-07 14:29:01.362604,26.67168262653899
2024-05-05 12:23:14.398183,25.59781121751026
2024-05-06 16:29:38.243755,22.841313269493845
2024-05-03 14:42:15.806207,26.904240766073872
2024-05-04 07:11:48.145344,24.01778385772914
2024-05-03 09:35:38.743376,24.448700410396718
2024-05-07 05:53:20.847843,23.265389876880985
2024-05-03 14:51:33.292960,25.057455540355676
2024-05-04 17:34:19.757759,25.885088919288645
2024-05-03 12:36:49.735049,23.12859097127223
2024-05-07 03:24:41.059803,22.60875512995896
2024-05-05 04:52:36.290689,25.80984952120383
2024-05-05 07:07:19.848600,25.590971272229822
2024-05-04 23:55:16.714610,25.850889192886456
2024-05-05 03:33:37.653293,25.755129958960328
2024-05-03 10:59:16.124148,24.46922024623803
2024-05-03 13:18:38.425435,24.209302325581394
2024-05-03 22:08:15.170326,24.22982216142271
2024-05-03 23:50:27.524603,24.14090287277702
2024-05-06 20:03:20.439061,22.451436388508892
2024-05-05 00:51:01.635125,25.796169630642954
2024-05-06 22:04:07.766843,22.218878248974008
2024-05-07 00:09:33.838002,22.170998632010942
2024-05-06 00:09:23.391370,25.160054719562243
2024-05-05 06:30:09.901590,25.755129958960328
2024-05-04 07:35:01.862226,24.03830369357045
2024-05-05 08:49:32.202877,25.6046511627907
2024-05-04 20:21:34.519304,25.87824897400821
2024-05-06 19:21:31.748675,22.663474692202463
2024-05-06 08:17:11.445874,24.852257181942544
2024-05-04 02:56:17.259652,23.91518467852257
2024-05-07 15:43:21.256624,26.261285909712722
2024-05-06 16:29:38.243755,22.718194254445965
2024-05-03 10:54:37.380772,23.757865937072502
2024-05-05 07:11:58.591976,25.61833105335157
2024-05-07 15:48:00.000000,26.220246238030096
2024-05-04 14:23:51.279334,25.77564979480164
2024-05-05 11:46:04.451173,25.419972640218877
2024-05-04 04:38:29.613929,23.942544459644324
2024-05-07 09:22:24.299773,25.344733242134062
2024-05-04 12:27:42.694928,25.461012311901506
2024-05-03 10:26:44.920515,24.56497948016416
2024-05-04 08:40:04.269493,23.92202462380301
2024-05-04 13:51:20.075700,25.6593707250342
2024-05-07 13:47:12.672218,26.685362517099865
2024-05-03 14:09:44.602574,26.028727770177838
2024-05-03 14:56:12.036336,22.266757865937073
2024-05-03 11:03:54.867525,24.729138166894664
2024-05-04 03:42:44.693414,23.91518467852257
2024-05-03 14:46:54.549584,23.27222982216142
2024-05-04 07:16:26.888721,23.956224350205197
2024-05-06 06:39:37.834974,24.89329685362517
2024-05-04 08:40:04.269493,23.98358413132695
2024-05-07 07:16:58.228615,24.53077975376197
2024-05-03 09:54:13.716881,23.839945280437757
2024-05-07 04:52:57.183952,22.78659370725034
2024-05-06 14:52:04.632854,22.191518467852255
2024-05-04 20:16:55.775927,25.857729138166896
2024-05-05 20:12:27.479182,25.20793433652531
2024-05-03 09:35:38.743376,23.82626538987688
2024-05-04 08:21:29.295988,24.086183310533517
2024-05-06 04:06:19.303558,24.941176470588236
2024-05-07 07:21:36.971991,24.325581395348838
2024-05-05 17:34:30.204391,25.590971272229822
2024-05-07 02:47:31.112793,22.560875512995896
2024-05-06 14:56:43.376230,22.232558139534884
2024-05-03 14:46:54.549584,24.995896032831737
2024-05-07 11:41:46.601060,26.035567715458278
2024-05-03 14:00:27.115821,24.127222982216143
2024-05-04 14:14:33.792581,25.72093023255814
2024-05-06 19:07:35.518547,22.868673050615595
2024-05-05 01:14:15.352006,25.789329685362517
2024-05-04 11:41:15.261166,25.242134062927498
2024-05-06 21:59:29.023467,22.33515731874145
2024-05-03 14:37:37.062831,23.217510259917923
2024-05-07 13:33:16.442089,26.685362517099865
2024-05-06 15:52:28.296745,22.47879616963064
2024-05-06 07:35:22.755488,24.83173734610123
2024-05-05 00:09:12.944739,25.823529411764707
2024-05-07 09:36:20.529902,25.44733242134063
2024-05-05 05:01:53.777441,25.700410396716826
2024-05-04 12:50:56.411809,25.62517099863201
2024-05-04 22:22:21.847086,25.946648426812587
2024-05-06 23:23:06.404239,22.280437756497946
2024-05-03 10:17:27.433762,24.07250341997264
2024-05-06 16:43:34.473883,22.861833105335158
2024-05-07 11:41:46.601060,26.09028727770178
2024-05-07 04:20:25.980318,23.025991792065664
2024-05-06 17:02:09.447388,22.937072503419973
2024-05-03 13:09:20.938683,26.979480164158687
2024-05-03 12:36:49.735049,24.18878248974008
2024-05-05 20:17:06.222559,25.221614227086185
2024-05-05 18:48:50.098410,25.515731874145008
2024-05-07 10:04:12.990159,25.543091655266757
